7,165,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,12,1,1,1,2,1,1,1,1,3,3,1,1
AFBI_11,ni_antrim_ni_2022_late_larix_contree_eu2_forest_eu2mg6_ieni,221,227,0,0,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_12,ni_antrim_ni_2022_late_larix_contree_eu2_forest_eu2mg5_ieni,221,227,0,0,109,111,105,115,0,0,178,203,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_13,ni_down_ni_2022_late_larix_contree_eu2_forest_eu2mg5_ieni,221,227,0,0,109,111,105,115,0,0,178,203,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_15,ni_unknown_ni_2022_late_rhod_shrub_eu1_other_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_16,ni_unknown_ni_2022_late_viburnum_shrub_eu1_other_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_2,ni_down_ni_2022_late_rhod_shrub_eu1_other_eu1mg14_eu,221,265,355,402,132,143,115,243,153,153,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_5,ni_down_ni_2022_late_larix_contree_eu2_forest_eu2mg3_ieni,221,227,351,351,109,111,105,115,0,0,178,209,188,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_6,ni_down_ni_2022_late_larix_contree_eu2_forest_eu2mg2_ieni,221,227,0,0,109,111,105,115,0,0,178,209,188,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_7,ni_down_ni_2022_late_larix_contree_eu2_forest_eu2mg2_ieni,221,227,0,0,109,111,105,115,0,0,178,209,188,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_8,ni_down_ni_2022_late_rhod_shrub_eu1_other_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFBI_9,ni_londonderry_ni_2022_late_larix_contree_eu2_forest_eu2mg2_ieni,221,227,0,0,109,111,105,115,0,0,178,209,188,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_10,ie_cork_w_2013_late_rhod_shrub_eu1_forest_eu1mg87_eu,221,265,355,402,132,143,115,243,149,149,172,203,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_100,ie_cork_w_2010_late_rhod_shrub_eu1_forest_eu1mg5_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_102,ie_wicklow_se_2011_late_fagus_brotree_eu1_forest_EU1MG133_ieni,221,265,355,402,115,132,111,0,149,149,172,0,188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_103,ie_westmeath_ne_2011_late_rhod_shrub_eu1_nursery_eu1mg107_eubr,221,265,355,402,0,0,0,0,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_105,ie_kerry_w_2011_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_106,ie_cork_w_2011_late_larix_contree_eu1_forest_eu1mg2_eu,221,265,355,404,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_107,ie_tipperary_w_2011_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_108,ie_tipperary_w_2011_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_11,ie_kilkenny_se_2013_late_larix_contree_eu1_forest_eu1mg6_eubr,221,265,355,402,132,143,115,239,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_110,ni_down_ni_2011_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_111,ie_wicklow_se_2012_late_soil_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_114,ie_kildare_ne_2012_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_115,ie_wicklow_se_2012_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_117,ie_tipperary_w_2012_late_fagus_brotree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_118,ie_wicklow_se_2012_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_12,ie_kerry_w_2013_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_120,ni_antrim_ni_2012_late_larix_contree_eu1_forest_eu1mg43_brunique,221,265,355,402,132,143,115,237,137,137,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_121,ni_down_ni_2012_late_rhod_shrub_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_123,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_125,ni_down_ni_2012_late_rhod_shrub_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_126,ni_antrim_ni_2012_late_viburnum_shrub_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_127,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_128,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_129,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_13,ie_wicklow_se_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_130,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_131,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_132,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_133,ni_armagh_ni_2012_late_abies_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_134,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_136,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_137,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_138,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_139,ni_antrim_ni_2012_late_larix_contree_eu2_forest_eu2mg1_ieni,221,227,351,351,109,111,105,115,0,0,178,203,188,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_14,ie_kerry_w_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_140,ie_wicklow_se_2014_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_141,ie_wicklow_se_2014_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_142,ie_wicklow_se_2014_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_143,ie_wicklow_se_2015_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_145,ie_wicklow_se_2015_late_fagus_brotree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_146,ie_wicklow_se_2015_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_147,ie_waterford_se_2015_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_148,ie_tipperary_w_2015_late_water_envi_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_15,ie_tipperary_w_2014_late_larix_contree_eu1_forest_eu1mg18_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_17,ie_cork_w_2014_late_gaultheria_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_18,ie_cork_w_2014_late_larix_contree_eu1_forest_EU1MG125_ieni,221,269,355,402,132,143,115,243,149,149,172,203,188,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_19,ie_kerry_w_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_2,ie_cork_w_2012_late_rhod_shrub_eu1_forest_eu1mg13_eubr,221,265,355,402,132,143,115,245,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_20,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_21,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_22,ie_cork_w_2014_late_rhod_shrub_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_24,ie_kerry_w_2014_late_rhod_shrub_eu1_forest_eu1mg18_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_26,ie_wexford_se_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_27,ie_cork_w_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_28,ie_wicklow_se_2014_late_larix_contree_eu1_forest_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_29,ie_dublin_ne_2012_late_pieris_shrub_eu1_nursery_EU1MG129_ieni,221,265,355,404,0,143,0,243,149,149,0,203,0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_30,ie_wicklow_se_2012_late_rhod_shrub_eu1_nursery_eu1mg22_eubr,221,265,355,402,132,143,115,243,149,149,172,209,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_31,ie_kildare_ne_2012_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_33,ie_westmeath_ne_2012_late_viburnum_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRE_34,ie_cork_w_2013_late_rhod_shrub_eu1_nursery_eu1mg1_eubr,221,265,355,402,132,143,115,243,149,149,172,203,188,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
